GP,PPG,FGM,FGA,FG%,3PM,3P%,ORB,DRB,APG,SPG,TOV,is_Champion,league_num
23,79.2,28.6,68.6,0.417,7.6,0.295,11.3,26.3,13.6,7.3,13.3,0.0,50
27,78.7,29.6,65.7,0.45,7.2,0.317,8.1,28.4,15.5,5.4,13.2,0.0,50
25,78.5,28.2,69.6,0.406,10.8,0.334,8.8,27.9,13.6,5.8,12.3,0.0,50
23,75.2,26.9,63.8,0.422,6.5,0.278,9.5,28.4,12.9,6.6,13.2,0.0,50
27,75.1,29.6,72.1,0.41,6.7,0.269,11.7,26.7,12.8,5.0,13.9,0.0,50
26,84.0,30.0,64.0,0.469,5.7,0.272,11.2,21.0,10.7,5.5,11.2,0.0,51
31,82.9,31.4,64.3,0.488,7.4,0.324,8.6,25.2,15.3,7.6,11.6,0.0,51
27,82.4,30.1,62.2,0.483,6.7,0.325,7.3,22.9,12.9,7.6,13.7,0.0,51
33,82.2,29.1,60.4,0.482,8.7,0.354,9.5,24.2,13.9,5.3,11.1,1.0,51
19,80.1,29.1,60.0,0.484,6.1,0.359,8.8,21.2,11.9,6.1,14.5,0.0,51
18,79.7,29.8,59.9,0.498,6.6,0.307,7.2,19.3,13.6,6.3,12.4,0.0,51
29,79.0,28.6,60.3,0.473,6.6,0.334,8.1,23.2,11.9,6.8,12.1,0.0,51
25,76.2,26.5,59.0,0.449,6.2,0.309,7.7,21.4,12.4,6.0,12.3,0.0,51
18,68.5,26.6,59.6,0.447,5.3,0.322,7.2,17.6,9.3,4.8,13.4,0.0,51
16,89.8,31.4,63.7,0.493,8.6,0.379,10.2,24.0,16.4,6.9,11.1,1.0,51
24,84.4,29.3,61.4,0.478,6.9,0.317,11.0,22.7,10.8,5.0,12.1,0.0,51
27,84.2,29.3,58.7,0.5,7.4,0.36,6.7,23.5,15.0,6.6,13.5,0.0,51
26,82.7,30.8,61.6,0.499,6.1,0.324,7.2,25.5,16.1,7.0,12.7,0.0,51
24,81.0,30.0,60.7,0.495,5.0,0.28,7.6,23.4,13.3,8.0,12.6,0.0,51
18,79.7,28.4,60.0,0.473,7.9,0.373,7.1,19.7,14.3,6.9,11.3,0.0,51
31,79.5,28.3,60.3,0.47,9.1,0.373,6.8,21.2,14.6,6.2,12.2,0.0,51
18,70.2,26.1,63.3,0.413,4.9,0.267,9.4,21.0,9.3,7.2,14.7,0.0,51
18,67.7,24.2,60.3,0.401,7.3,0.3,8.1,20.7,11.2,5.7,11.7,0.0,51
15,90.9,33.0,64.7,0.51,8.6,0.385,9.7,23.4,16.9,7.0,8.8,1.0,51
29,84.5,31.0,64.5,0.481,7.3,0.323,7.8,26.9,17.1,6.9,12.3,0.0,51
34,82.9,29.8,61.4,0.485,9.5,0.366,8.1,25.3,16.3,6.4,12.1,0.0,51
31,82.9,29.8,61.9,0.481,10.5,0.4,7.0,23.3,15.5,7.4,12.7,0.0,51
28,80.1,29.2,64.7,0.452,7.6,0.316,11.4,23.2,13.3,7.4,11.4,0.0,51
24,75.8,29.1,58.5,0.498,6.7,0.349,6.7,23.8,15.1,5.8,13.1,0.0,51
24,75.0,27.2,62.7,0.434,5.9,0.301,10.3,25.0,13.9,6.6,13.3,0.0,51
24,74.9,27.9,65.5,0.425,5.9,0.295,9.3,22.7,13.0,7.0,10.7,0.0,51
28,73.8,28.2,60.1,0.469,4.1,0.303,8.5,25.5,13.1,5.1,12.6,0.0,51
17,72.5,26.9,62.4,0.431,5.1,0.298,8.6,19.3,12.0,8.8,17.7,0.0,51
24,71.6,26.0,58.8,0.442,6.5,0.321,6.6,20.2,14.2,4.7,10.9,0.0,51
31,85.8,31.4,61.8,0.508,7.6,0.35,7.3,25.4,18.0,4.7,11.9,0.0,51
27,85.3,30.4,63.0,0.483,10.4,0.362,9.0,23.1,20.5,7.2,10.7,0.0,51
30,84.9,31.5,68.1,0.463,9.3,0.352,11.9,25.3,15.9,6.9,9.6,1.0,51
26,81.2,30.2,65.1,0.463,8.6,0.344,8.0,22.9,16.7,7.5,11.1,0.0,51
28,79.3,29.6,60.7,0.487,7.9,0.357,9.4,26.4,17.5,5.8,11.4,0.0,51
26,78.2,28.4,63.5,0.448,7.0,0.311,8.7,24.5,15.7,6.5,11.3,0.0,51
20,70.7,26.0,63.1,0.412,5.3,0.267,9.6,22.6,16.7,5.2,12.6,0.0,51
19,69.1,25.5,61.6,0.414,6.2,0.287,7.8,21.0,13.3,5.9,12.8,0.0,51
19,63.8,24.4,60.6,0.403,4.7,0.265,8.2,21.3,13.1,6.1,14.9,0.0,51
33,85.0,29.9,62.8,0.477,7.3,0.312,9.1,25.6,15.2,7.6,12.9,0.0,51
35,84.5,30.8,65.1,0.473,8.0,0.32,10.2,27.1,15.7,7.0,10.9,1.0,51
40,83.7,30.8,64.7,0.476,9.5,0.335,8.3,25.9,16.7,4.7,10.5,0.0,51
34,81.4,29.8,59.6,0.5,8.8,0.391,7.2,25.4,18.8,6.8,12.5,0.0,51
31,75.9,26.6,60.1,0.442,11.4,0.35,6.4,23.8,15.9,5.8,13.9,0.0,51
31,73.9,27.1,62.4,0.434,7.1,0.304,8.7,25.6,12.7,7.7,13.3,0.0,51
28,67.1,24.9,57.7,0.431,6.0,0.295,5.4,21.0,10.1,6.3,14.4,0.0,51
28,66.6,23.9,65.1,0.367,5.9,0.242,8.2,22.5,10.1,6.2,14.5,0.0,51
18,84.1,29.8,65.8,0.453,9.9,0.361,8.6,22.1,16.8,7.7,10.1,0.0,51
17,82.1,30.2,62.2,0.485,7.5,0.339,9.2,25.7,14.2,5.5,11.2,1.0,51
27,82.0,29.9,57.0,0.525,10.4,0.388,6.0,23.5,20.2,5.9,11.7,0.0,51
25,79.1,29.2,60.5,0.483,7.1,0.337,6.8,21.6,16.1,6.2,12.5,0.0,51
23,78.8,28.7,62.1,0.461,9.1,0.338,10.3,23.9,15.5,5.3,12.7,0.0,51
24,76.0,28.2,60.9,0.463,9.0,0.358,8.7,24.6,17.1,6.6,13.5,0.0,51
19,69.2,25.9,62.3,0.417,5.6,0.265,9.0,23.5,11.6,5.5,11.8,0.0,51
19,67.6,25.2,58.1,0.433,6.7,0.277,5.7,22.4,13.7,6.5,12.6,0.0,51
20,66.5,24.7,62.6,0.394,5.7,0.26,9.5,21.2,12.8,8.6,16.1,0.0,51
20,65.5,23.8,58.7,0.405,6.4,0.275,7.0,22.2,11.1,5.0,12.7,0.0,51
38,88.6,32.6,63.5,0.513,9.8,0.378,9.2,24.8,20.4,9.6,12.2,1.0,51
35,86.3,32.3,62.9,0.514,9.2,0.38,7.0,21.8,18.7,8.0,13.7,0.0,51
39,85.5,31.7,65.4,0.485,9.4,0.371,10.1,26.4,17.9,7.0,13.4,0.0,51
36,85.1,31.1,63.7,0.488,9.9,0.366,8.4,26.5,20.3,8.9,14.3,0.0,51
32,83.4,32.3,71.3,0.453,6.0,0.268,13.2,25.3,12.3,7.0,14.3,0.0,51
31,82.5,29.8,65.2,0.457,11.7,0.372,9.1,25.4,18.7,6.4,13.9,0.0,51
31,80.5,29.9,66.9,0.447,7.2,0.319,7.9,21.4,15.4,7.3,12.9,0.0,51
32,80.2,29.3,63.8,0.459,9.3,0.329,9.2,21.8,19.3,9.5,12.9,0.0,51
32,79.8,30.1,65.7,0.458,5.3,0.275,10.0,25.3,13.7,7.5,14.3,0.0,51
32,77.1,29.4,63.0,0.467,6.2,0.288,9.7,24.8,18.0,7.4,15.3,0.0,51
32,74.1,26.9,60.5,0.444,9.6,0.346,7.4,22.3,11.2,5.7,12.9,0.0,51
32,70.3,27.3,63.4,0.431,5.0,0.271,9.7,23.1,12.4,7.3,16.0,0.0,51
36,88.8,32.9,68.1,0.483,8.6,0.343,11.5,26.9,18.0,8.8,10.9,1.0,51
33,86.0,30.3,61.3,0.495,10.9,0.36,6.4,24.9,22.7,7.8,13.6,0.0,51
38,84.6,30.0,60.5,0.496,11.5,0.387,6.8,23.1,20.4,8.3,12.7,0.0,51
20,83.8,29.8,62.5,0.477,10.8,0.373,8.2,24.5,18.8,6.8,14.6,0.0,51
35,83.5,30.4,61.5,0.495,9.2,0.362,7.3,24.9,20.6,9.2,14.7,0.0,51
29,79.2,30.2,64.6,0.468,6.8,0.315,8.9,26.3,17.9,6.7,13.6,0.0,51
29,77.7,26.3,58.3,0.451,8.4,0.341,7.7,23.9,16.4,6.4,15.5,0.0,51
20,75.8,27.6,61.0,0.452,6.8,0.32,8.3,20.8,15.5,8.4,16.8,0.0,51
19,73.9,26.6,60.5,0.44,7.4,0.31,7.1,22.1,12.6,6.6,14.7,0.0,51
20,73.4,26.3,65.0,0.404,6.2,0.273,10.6,21.2,13.2,8.0,15.3,0.0,51
19,70.4,25.9,66.2,0.392,4.9,0.242,8.7,23.7,11.8,6.6,22.2,0.0,51
22,99.4,36.8,65.9,0.559,8.8,0.383,6.9,27.5,23.3,7.7,14.6,0.0,51
24,88.7,32.4,63.5,0.51,8.5,0.367,8.0,25.1,21.4,6.0,15.3,0.0,51
24,86.8,31.8,64.3,0.494,9.8,0.382,9.5,24.7,17.9,8.2,14.0,1.0,51
21,85.2,30.5,63.3,0.481,11.5,0.356,7.2,21.8,21.5,8.8,14.2,0.0,51
22,83.4,30.5,62.3,0.49,8.1,0.337,8.3,25.1,16.7,7.4,16.3,0.0,51
23,83.0,29.7,66.5,0.446,7.3,0.296,9.6,24.9,16.2,7.4,14.1,0.0,51
23,80.7,29.2,62.8,0.465,10.1,0.369,7.0,26.3,17.9,4.9,14.2,0.0,51
25,80.4,29.9,65.2,0.458,9.4,0.328,9.0,23.2,15.9,7.4,13.4,0.0,51
24,78.8,28.6,66.0,0.433,7.1,0.295,8.4,26.2,14.4,6.5,13.9,0.0,51
23,77.3,27.2,62.1,0.438,7.1,0.315,7.2,24.3,13.2,7.2,15.8,0.0,51
24,75.0,27.3,66.6,0.41,5.5,0.282,10.7,24.5,13.0,7.2,13.6,1.0,51
23,74.2,28.1,65.7,0.428,6.0,0.271,10.0,21.9,12.9,6.9,15.6,0.0,51
39,87.5,31.2,62.2,0.501,9.1,0.359,7.3,25.4,20.3,7.9,14.9,0.0,51
38,87.2,31.9,64.6,0.494,9.1,0.356,8.9,27.2,19.8,8.9,15.3,1.0,51
34,83.4,30.5,64.3,0.475,8.7,0.345,8.6,25.1,15.8,8.2,14.1,0.0,51
35,82.8,30.9,63.6,0.485,9.2,0.372,8.6,27.3,20.0,7.0,15.9,0.0,51
32,82.1,29.3,62.7,0.468,8.9,0.317,8.0,26.2,19.4,7.1,13.8,0.0,51
32,79.7,29.6,65.9,0.448,6.7,0.29,9.0,25.3,15.4,8.9,14.7,0.0,51
32,79.6,29.1,65.1,0.447,8.6,0.325,9.6,26.4,17.0,7.9,16.1,0.0,51
32,79.3,29.7,63.3,0.47,8.5,0.351,7.5,26.4,18.9,6.1,15.4,0.0,51
32,79.0,28.5,64.0,0.445,9.1,0.34,8.8,22.2,16.0,7.0,13.3,0.0,51
32,78.8,29.3,65.6,0.447,7.2,0.331,7.4,21.9,16.0,8.7,13.8,1.0,51
32,78.1,29.1,69.6,0.418,7.6,0.298,10.3,25.9,14.4,7.8,13.1,0.0,51
32,72.7,26.9,63.4,0.425,6.8,0.298,7.1,22.9,13.8,7.9,14.3,0.0,51
41,92.6,34.3,66.0,0.521,7.8,0.381,8.0,19.6,15.1,5.5,6.4,0.0,52
54,92.5,34.3,70.3,0.488,7.8,0.39,10.5,25.6,17.1,6.6,11.6,1.0,52
56,90.1,34.8,68.0,0.511,7.4,0.375,7.5,23.4,17.9,5.3,12.3,0.0,52
48,90.0,33.3,67.4,0.494,6.4,0.335,8.6,23.1,17.4,5.8,10.7,0.0,52
48,89.8,34.4,71.3,0.483,7.0,0.342,11.2,23.1,16.5,4.1,8.8,0.0,52
41,87.4,32.5,67.8,0.479,5.0,0.304,9.1,22.7,15.5,5.9,11.5,0.0,52
41,85.0,32.1,68.3,0.47,8.8,0.381,9.9,21.8,13.3,5.9,12.3,0.0,52
42,84.8,33.3,69.7,0.477,5.8,0.315,10.2,22.8,15.4,6.1,12.5,0.0,52
37,81.2,30.8,65.3,0.472,6.2,0.324,9.1,20.8,15.8,6.0,11.4,0.0,52
38,78.9,30.3,67.6,0.448,7.7,0.338,8.7,21.6,15.1,4.3,8.3,0.0,52
36,91.7,34.8,72.7,0.478,7.7,0.354,9.8,26.5,17.6,5.4,12.3,1.0,52
41,88.9,33.9,72.1,0.471,7.0,0.308,10.6,20.8,15.5,5.9,7.9,0.0,52
45,87.9,33.0,71.8,0.459,7.2,0.349,9.6,24.0,19.0,6.2,10.7,0.0,52
38,87.3,33.6,70.1,0.479,6.0,0.311,9.4,22.1,16.5,6.3,9.9,0.0,52
48,87.1,32.3,67.1,0.481,8.3,0.398,10.3,26.2,16.4,6.2,11.0,0.0,52
35,84.7,30.6,62.7,0.488,6.5,0.38,7.7,21.6,12.2,3.9,8.9,0.0,52
38,84.3,32.5,70.8,0.459,8.1,0.351,12.0,23.3,14.9,6.0,11.7,0.0,52
51,82.6,31.1,68.3,0.456,8.7,0.357,9.7,22.2,17.0,5.7,10.8,0.0,52
32,79.5,30.5,70.9,0.43,6.9,0.312,11.4,22.7,17.7,6.5,9.5,0.0,52
46,88.1,33.4,71.9,0.464,7.3,0.334,12.5,26.1,18.3,8.4,13.8,0.0,52
39,87.0,31.6,68.9,0.459,9.7,0.34,11.5,24.6,16.4,5.6,13.9,0.0,52
52,86.3,32.1,63.6,0.504,8.3,0.349,7.5,25.6,19.3,6.6,15.0,1.0,52
54,85.6,31.9,69.1,0.461,8.1,0.331,10.0,29.4,17.5,6.6,14.0,0.0,52
46,85.0,30.7,67.9,0.452,8.1,0.347,9.1,26.1,15.6,6.2,12.9,0.0,52
40,84.6,31.0,67.7,0.457,7.1,0.343,9.4,23.1,14.6,6.6,13.3,0.0,52
33,84.6,30.1,66.6,0.452,7.9,0.334,8.8,24.4,15.1,7.7,12.3,0.0,52
40,82.0,30.0,68.3,0.439,10.2,0.339,7.9,24.9,14.7,7.6,12.4,0.0,52
39,79.9,29.8,67.0,0.445,6.8,0.319,12.6,25.6,16.4,7.7,14.5,0.0,52
47,92.5,34.4,65.4,0.526,8.3,0.409,9.9,25.4,15.8,5.6,12.2,0.0,53
38,89.3,35.1,75.1,0.468,6.6,0.356,13.1,25.4,19.5,8.2,14.1,0.0,53
40,88.3,34.2,73.1,0.468,8.1,0.35,10.4,24.4,20.9,8.4,13.2,0.0,53
46,87.7,32.8,67.4,0.487,9.5,0.391,8.9,23.8,17.2,8.5,12.1,1.0,53
51,87.4,32.9,67.6,0.487,7.6,0.358,9.2,22.4,15.9,8.9,12.0,0.0,53
34,86.7,31.9,73.3,0.435,8.4,0.338,9.4,23.6,18.1,6.7,11.4,0.0,53
46,86.6,33.0,68.9,0.479,7.7,0.385,9.5,23.2,13.4,7.4,11.4,0.0,53
44,85.5,31.7,68.4,0.463,7.5,0.355,10.5,23.9,13.4,7.3,12.6,0.0,53
42,85.5,33.1,68.7,0.482,4.2,0.307,11.3,22.7,11.8,6.8,12.7,0.0,53
51,84.8,32.7,69.8,0.469,5.5,0.33,11.8,24.5,15.8,7.9,12.4,0.0,53
57,84.6,30.8,68.2,0.452,7.1,0.346,11.0,23.6,15.7,7.5,12.0,0.0,53
40,79.3,28.8,65.9,0.438,6.4,0.301,8.4,22.4,14.4,7.5,15.5,0.0,53
50,78.3,30.1,68.5,0.439,6.8,0.322,9.6,23.2,15.7,6.7,12.5,0.0,53
28,73.1,26.1,65.5,0.399,6.5,0.291,7.9,21.3,12.5,5.3,14.4,0.0,53
55,98.3,36.8,72.7,0.506,10.0,0.369,12.0,25.8,22.3,7.3,10.6,0.0,53
46,91.0,32.3,65.0,0.498,7.8,0.362,10.8,22.2,14.4,7.6,12.7,0.0,53
49,90.9,33.7,65.6,0.514,7.4,0.373,8.7,23.9,19.3,8.8,14.8,0.0,53
46,89.7,34.3,67.8,0.506,5.1,0.315,10.1,21.9,13.5,7.5,11.8,0.0,53
43,88.4,32.4,63.9,0.506,7.5,0.375,8.9,23.7,17.7,6.7,13.4,0.0,53
41,88.1,31.5,67.3,0.468,8.5,0.348,9.1,23.1,11.0,6.5,11.7,0.0,53
49,87.5,32.6,67.0,0.486,6.4,0.341,10.9,24.2,17.1,7.3,12.1,0.0,53
52,87.3,33.5,68.6,0.489,6.8,0.33,10.9,24.6,15.7,9.4,12.4,0.0,53
43,86.1,32.4,67.6,0.479,6.7,0.346,8.1,24.1,19.6,7.3,12.6,0.0,53
39,85.3,31.4,67.3,0.467,6.3,0.337,9.0,20.2,12.3,7.9,13.9,0.0,53
56,84.1,30.6,64.5,0.475,7.5,0.34,9.6,23.9,17.0,7.0,12.1,1.0,53
40,84.0,28.8,65.5,0.44,6.6,0.321,11.3,22.8,11.1,5.6,15.5,0.0,53
52,83.9,30.5,63.6,0.48,8.6,0.366,9.4,24.1,15.3,7.7,12.5,0.0,53
34,81.2,30.3,63.6,0.476,6.0,0.31,7.8,22.8,13.6,5.3,13.7,0.0,53
38,80.4,29.8,65.4,0.457,8.1,0.349,8.8,21.2,13.9,5.6,15.1,0.0,53
41,78.6,27.9,62.2,0.448,7.6,0.344,9.5,23.5,18.2,7.0,14.2,0.0,53
39,90.7,33.3,66.6,0.501,8.4,0.36,8.3,23.1,20.1,7.1,13.4,0.0,53
33,88.2,30.5,69.9,0.436,13.2,0.34,8.1,23.8,13.4,5.8,7.2,0.0,53
40,87.4,31.8,65.3,0.487,7.5,0.37,8.3,25.3,18.5,7.1,11.7,0.0,53
45,87.1,32.6,67.3,0.485,6.7,0.361,11.2,21.6,12.8,8.0,10.8,0.0,53
45,85.9,31.6,65.2,0.484,6.3,0.359,11.6,25.4,13.8,6.2,11.8,0.0,53
53,85.1,32.2,64.4,0.5,6.5,0.367,9.6,23.5,15.9,7.8,11.6,1.0,53
51,84.5,30.5,64.5,0.473,6.9,0.338,9.7,23.4,16.4,8.4,11.7,0.0,53
57,84.4,31.3,66.1,0.473,8.3,0.356,10.9,25.3,15.9,5.8,11.2,0.0,53
43,83.5,30.6,67.3,0.455,6.7,0.343,11.2,23.0,15.0,7.7,13.1,0.0,53
47,83.3,30.1,64.2,0.469,7.7,0.356,9.2,24.5,17.8,6.2,12.4,0.0,53
39,82.9,31.0,63.5,0.488,5.4,0.323,9.5,24.7,16.8,6.6,13.7,0.0,53
39,79.3,29.1,67.2,0.434,9.0,0.329,12.5,24.6,16.1,6.4,13.1,0.0,53
38,78.3,27.7,61.9,0.448,7.6,0.348,7.8,22.2,10.9,6.6,12.7,0.0,53
37,77.8,26.2,60.1,0.436,5.5,0.308,9.8,20.7,10.9,7.9,14.6,0.0,53
42,90.9,35.4,70.4,0.503,7.9,0.327,10.2,22.8,13.3,7.8,12.5,0.0,53
53,89.9,32.4,66.2,0.49,9.5,0.389,10.6,24.3,20.3,6.8,10.3,0.0,53
50,88.7,32.7,64.1,0.511,7.9,0.38,8.2,24.5,18.2,6.9,10.0,0.0,53
49,88.7,32.7,65.8,0.496,8.7,0.377,9.2,24.7,15.1,7.5,11.2,0.0,53
34,88.1,33.2,68.5,0.484,6.2,0.329,12.4,24.3,14.2,6.8,11.4,0.0,53
40,87.6,32.5,67.0,0.484,7.2,0.366,9.4,24.4,17.2,7.2,13.4,0.0,53
53,87.2,31.8,64.8,0.491,7.8,0.37,8.7,26.0,15.8,6.8,11.9,1.0,53
39,86.8,31.3,69.0,0.453,9.0,0.344,11.7,25.7,19.1,7.2,13.1,0.0,53
39,85.6,29.1,65.4,0.444,7.1,0.333,9.4,21.5,13.1,7.5,12.9,0.0,53
45,85.2,30.3,66.1,0.459,8.8,0.333,8.8,24.0,14.0,6.2,11.0,0.0,53
39,82.6,30.9,66.5,0.465,6.6,0.352,10.0,22.8,10.3,7.8,12.9,0.0,53
44,82.0,29.7,65.8,0.452,7.5,0.34,11.8,24.6,15.5,7.2,13.6,0.0,53
40,81.7,29.9,64.2,0.465,7.1,0.322,8.3,24.5,18.3,7.2,14.8,0.0,53
37,81.6,31.4,67.6,0.465,6.0,0.326,10.0,22.9,17.8,6.8,14.0,0.0,53
38,92.1,32.7,71.3,0.459,12.7,0.369,7.6,24.6,16.6,6.2,10.4,0.0,53
55,91.7,33.2,64.9,0.512,10.5,0.408,9.5,26.4,21.1,7.1,11.6,1.0,53
47,90.1,32.6,66.7,0.489,7.8,0.353,10.4,23.6,20.6,7.3,12.5,0.0,53
42,89.5,31.9,68.5,0.466,9.4,0.368,8.5,24.9,12.5,6.6,11.7,0.0,53
56,87.5,32.9,67.8,0.485,8.0,0.357,10.2,26.5,17.8,8.4,11.9,0.0,53
39,87.5,32.2,67.8,0.475,6.5,0.327,10.7,23.7,16.3,6.9,12.7,0.0,53
38,84.8,30.3,67.8,0.447,7.7,0.333,10.4,22.7,17.6,9.2,13.5,0.0,53
48,84.4,30.6,67.5,0.454,6.9,0.324,9.8,27.5,17.6,7.1,13.4,0.0,53
40,81.3,29.5,67.3,0.439,7.8,0.301,9.9,23.1,14.7,7.3,13.9,0.0,53
39,81.2,29.4,64.1,0.458,7.0,0.325,9.8,26.1,13.1,6.2,12.3,0.0,53
30,79.0,28.7,62.9,0.456,8.8,0.374,8.3,21.8,14.8,6.3,11.5,0.0,53
44,86.4,30.8,63.8,0.483,9.3,0.382,8.9,26.3,20.5,6.3,13.1,0.0,53
50,85.9,30.5,65.3,0.467,9.5,0.364,7.7,25.1,18.4,6.3,11.8,0.0,53
38,85.1,31.9,66.6,0.48,6.7,0.331,9.8,24.7,18.4,7.9,13.6,0.0,53
48,83.2,30.0,59.8,0.502,7.8,0.377,7.7,27.0,19.9,6.5,12.4,1.0,53
38,82.7,28.4,62.6,0.453,8.9,0.366,7.1,25.6,17.3,6.0,11.7,0.0,53
45,82.6,29.3,61.9,0.473,7.5,0.38,8.1,23.0,18.9,4.2,11.0,0.0,53
38,81.8,29.1,68.3,0.425,9.4,0.321,8.6,25.9,16.7,6.2,11.0,0.0,53
39,81.1,28.5,66.0,0.431,8.8,0.365,10.6,22.9,15.9,6.3,13.7,0.0,53
36,80.7,28.3,63.7,0.443,6.4,0.331,9.2,23.1,12.6,6.0,13.2,0.0,53
36,79.3,29.6,65.8,0.45,8.0,0.354,8.9,22.0,15.1,5.3,13.1,0.0,53
55,87.7,32.1,67.5,0.476,8.9,0.364,10.4,25.8,19.6,7.7,11.6,1.0,53
45,87.1,31.9,69.2,0.461,8.1,0.346,9.1,27.1,14.8,5.7,12.1,0.0,53
40,85.8,31.5,67.4,0.468,8.6,0.362,9.2,25.6,16.8,5.4,13.4,0.0,53
39,85.7,31.1,67.4,0.461,6.2,0.329,8.6,24.1,19.6,5.2,11.1,0.0,53
45,84.8,31.4,66.5,0.472,8.8,0.374,8.7,22.3,18.2,5.7,10.2,0.0,53
44,84.5,29.3,63.6,0.46,9.5,0.375,8.5,25.9,16.8,5.6,12.5,0.0,53
56,84.2,30.9,64.7,0.478,7.2,0.349,8.6,25.1,17.1,6.4,12.0,0.0,53
44,84.1,30.3,66.8,0.453,8.2,0.362,9.4,25.1,18.5,6.9,11.1,0.0,53
50,83.8,29.6,65.6,0.451,9.0,0.356,8.7,25.8,17.0,5.9,11.8,0.0,53
40,83.5,31.3,67.2,0.466,9.2,0.368,8.6,23.0,17.0,6.5,13.0,0.0,53
48,81.3,30.2,62.3,0.485,9.7,0.384,7.8,25.1,19.6,6.0,12.0,0.0,53
40,93.9,34.1,73.5,0.464,7.4,0.317,11.3,27.2,12.0,6.1,11.9,0.0,53
40,92.1,33.6,70.2,0.479,10.8,0.365,8.3,23.6,18.4,6.4,11.0,0.0,53
49,91.8,33.4,66.4,0.503,8.5,0.391,7.5,24.9,19.8,6.4,11.2,0.0,53
39,91.7,34.8,71.2,0.489,8.4,0.375,9.8,24.3,19.0,5.6,11.3,0.0,53
54,91.5,34.1,67.1,0.507,7.9,0.347,8.5,26.2,19.4,6.7,11.4,0.0,53
53,90.6,33.1,66.9,0.494,10.2,0.391,9.0,25.3,18.7,7.3,13.2,0.0,53
45,90.2,34.0,69.8,0.487,8.1,0.367,10.6,26.6,19.9,7.4,11.5,0.0,53
38,89.9,32.9,66.4,0.496,9.9,0.393,7.4,24.3,15.7,5.5,11.7,0.0,53
55,87.6,31.9,63.9,0.499,10.3,0.409,8.1,26.9,20.1,6.1,12.7,1.0,53
44,86.3,31.9,68.5,0.466,9.0,0.354,9.7,23.4,18.0,7.2,11.5,0.0,53
47,84.8,30.7,66.2,0.464,8.9,0.347,8.3,26.0,17.0,6.4,12.9,0.0,53
44,84.2,32.1,66.2,0.485,7.7,0.385,8.6,25.2,17.1,6.5,11.7,0.0,53
40,81.0,29.2,67.4,0.434,9.6,0.36,8.8,23.2,12.7,6.1,12.0,0.0,53
40,77.1,28.8,62.9,0.457,7.3,0.339,8.5,25.2,16.2,6.4,13.9,0.0,53
42,92.2,33.7,69.2,0.487,9.7,0.369,8.6,24.5,19.4,9.0,12.4,0.0,53
35,91.5,33.5,67.9,0.493,8.5,0.37,7.5,25.3,17.1,6.0,12.7,0.0,53
41,90.9,32.6,67.7,0.482,10.6,0.383,9.1,25.3,20.1,8.7,13.0,0.0,53
55,90.9,32.6,67.9,0.481,9.9,0.392,10.3,25.7,19.5,7.0,13.4,0.0,53
48,90.0,31.4,64.0,0.49,9.8,0.373,6.5,25.6,18.4,7.5,12.4,0.0,53
41,88.8,31.8,62.5,0.509,8.8,0.392,8.1,25.7,18.0,7.7,14.7,0.0,53
48,87.4,31.4,65.7,0.479,9.5,0.385,8.3,25.9,20.6,6.2,12.1,0.0,53
36,86.4,31.6,66.5,0.475,8.6,0.361,8.4,26.3,19.4,6.7,13.3,0.0,53
54,85.2,31.8,65.6,0.485,9.7,0.402,8.0,24.2,18.6,7.8,11.6,1.0,53
36,85.2,31.5,66.5,0.474,7.0,0.328,11.3,25.5,12.7,5.3,15.4,0.0,53
36,85.0,31.6,68.7,0.46,9.3,0.345,9.9,25.7,17.0,5.3,13.3,0.0,53
38,84.6,32.1,66.9,0.479,9.0,0.391,7.9,24.4,18.0,7.7,12.3,0.0,53
36,83.7,30.6,69.1,0.442,9.3,0.342,9.8,26.7,16.8,7.1,12.9,0.0,53
35,83.0,31.4,67.3,0.466,7.0,0.302,9.3,27.3,17.8,5.9,12.6,0.0,53
36,82.4,30.9,67.4,0.458,7.1,0.316,9.3,25.2,17.2,8.5,13.8,0.0,53
35,77.6,28.8,65.9,0.438,7.4,0.344,10.0,23.5,11.6,5.7,15.0,0.0,53
36,77.4,28.9,69.0,0.419,6.0,0.287,10.3,23.3,14.2,7.6,16.4,0.0,53
21,99.8,36.1,69.9,0.517,9.4,0.373,7.6,23.4,18.8,6.8,11.4,0.0,53
17,95.5,32.9,67.2,0.489,12.8,0.403,7.4,24.5,19.2,7.3,13.2,0.0,53
19,91.3,33.0,67.5,0.489,9.1,0.383,6.6,24.6,18.2,8.4,12.5,0.0,53
26,90.8,32.0,64.0,0.499,10.0,0.383,6.5,25.3,19.7,7.3,12.5,0.0,53
18,90.5,31.8,65.8,0.483,9.2,0.387,7.4,24.4,16.6,6.5,11.9,0.0,53
20,89.9,31.7,65.8,0.482,8.6,0.362,9.1,23.3,18.4,6.7,12.7,0.0,53
21,89.4,33.2,64.9,0.512,10.4,0.426,7.7,24.2,21.3,6.9,13.0,0.0,53
18,88.4,31.6,68.8,0.46,9.3,0.383,10.1,29.2,16.8,6.5,14.2,0.0,53
18,88.1,30.4,65.8,0.462,9.4,0.372,9.4,27.3,18.3,7.8,13.4,0.0,53
14,87.9,31.4,61.4,0.51,9.3,0.367,6.7,25.6,17.1,5.9,15.1,0.0,53
23,83.9,30.3,64.4,0.47,9.6,0.365,8.3,24.0,16.2,7.7,13.0,1.0,53
